Topic,Words,Frequency,Timestamp,Name
0,"china, chinese, coronavirus, wuhan, virus",75,2020-02-18 11:27:16.200000000,0_china_coronavirus_chinese_wuhan
1,"india, pakistan, visit, bully, son",57,2020-02-18 11:27:16.200000000,1_pakistan_india_school_coronavirus
2,"iran, syria, iranian, kill, soleimani",21,2020-02-18 11:27:16.200000000,2_iran_iraq_soleimani_iranian
3,"putin, death, foreign politician, chief work, politician accuse",14,2020-02-18 11:27:16.200000000,3_putin_death_toll_death toll
4,"americans plane, infect americans plane, americans plane healthy, plane healthy, plane healthy people",4,2020-02-18 11:27:16.200000000,4_trump_coronavirus_fund_white house
5,"mask, helmet, face, actor louis koo, want pressure",5,2020-02-18 11:27:16.200000000,5_mask_face mask_face_ventilators
6,"coronavirus, cdc, case, coronavirus case, prepare",12,2020-02-18 11:27:16.200000000,6_coronavirus_case_coronavirus case_pand...
7,"palestinian, israel, israeli, netanyahu, jerusalem",17,2020-02-18 11:27:16.200000000,7_israel_palestinian_netanyahu_israeli
8,"wildlife, animal, wildlife trade, trade, meat",13,2020-02-18 11:27:16.200000000,8_dog_animals_meat_cat
9,"italy, case, new case, corona virus italy, coronavirus iran death",5,2020-02-18 11:27:16.200000000,9_italy_italian_coronavirus_deaths
10,"brexit, johnson, boris, boris johnson, workers",19,2020-02-18 11:27:16.200000000,10_johnson_boris_boris johnson_brexit
11,"rich marry, marry poor, rich marry poor, economy, largest economy",16,2020-02-18 11:27:16.200000000,11_stock_economy_recession_market
12,"deadly flare, debate speak cnn, speak cnn video, speak cnn, conflict deadly flare",2,2020-02-18 11:27:16.200000000,12_plane_crash_iran_ukrainian
13,"shoot drive backhoe, submit petition remove, backhoe, backhoe barricade, backhoe barricade strike",2,2020-02-18 11:27:16.200000000,13_brazil_bolsonaro_brazilian_president
14,"north, north korea, korea, kim, jong",3,2020-02-18 11:27:16.200000000,14_kim_jong_kim jong_north
15,"australia, bushfire, bushfires, bushfire crisis, inquiry",4,2020-02-18 11:27:16.200000000,15_australia_bushfires_australian_fire
16,"japan, tokyo, olympics, japanese, tokyo olympics",14,2020-02-18 11:27:16.200000000,16_japan_tokyo_olympics_japanese
17,"seize mail, brain seize, seize mail truck, human brain, human brain seize",1,2020-02-18 11:27:16.200000000,17_canada_trudeau_canadian_covid
18,"taiwan, solomon, solomon islands, islands, islands switch",3,2020-02-18 11:27:16.200000000,18_taiwan_china_tsai_support taiwan
19,"germany, far right, hanau, right, german",34,2020-02-18 11:27:16.200000000,19_germany_german_far right_right
20,"escobar hippos, agent charge, escobar hippos endanger, multi national money, charge participation multi",4,2020-02-18 11:27:16.200000000,20_mexico_mexican_border_drug
21,"taliban, afghanistan, peace, sign, deal",10,2020-02-18 11:27:16.200000000,21_taliban_afghanistan_kill_afghan
22,"south, korea, south korea, case, korean",20,2020-02-18 11:27:16.200000000,22_korea_south_south korea_north korea
23,"iran, worrisome, iran coronavirus, die test positive, die test",8,2020-02-18 11:27:16.200000000,23_iran_coronavirus_sanction_iran corona...
24,"ship, cruise, cruise ship, princess, diamond princess",11,2020-02-18 11:27:16.200000000,24_cruise_ship_cruise ship_passengers
25,"climate, climate change, economists, change, methane",19,2020-02-18 11:27:16.200000000,25_climate_carbon_emissions_climate chan...
26,"facebook, google, privacy, users, account",8,2020-02-18 11:27:16.200000000,26_facebook_youtube_google_zoom
27,"venezuela, sanction russian oil, russian oil, slap sanction russian, sanction russian",5,2020-02-18 11:27:16.200000000,27_venezuela_maduro_venezuelan_coup
28,"passenger jet find, find single, find single buyer, russia passenger jet, russia passenger",1,2020-02-18 11:27:16.200000000,28_russia_putin_moscow_coronavirus
29,"vaccine, teens ask vancouver, unvaccinated teens ask, unvaccinated teens, unvaccinated",4,2020-02-18 11:27:16.200000000,29_vaccine_coronavirus vaccine_coronavir...
31,"melt, antarctica, ice, antarctic, ice cap",8,2020-02-18 11:27:16.200000000,31_ice_antarctica_melt_warm
34,"milky way, milky, earth, way, astronomers",3,2020-02-18 11:27:16.200000000,34_earth_nasa_asteroid_star
35,"john bolton admit, publicity, admit minute impeachment, impeachment leak, impeachment leak publicity",1,2020-02-18 11:27:16.200000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, climate protest, climate",4,2020-02-18 11:27:16.200000000,36_greta_thunberg_greta thunberg_climate
37,"year flight, airlines billion revenue, attendant fire pound, airlines billion, attendant fire",2,2020-02-18 11:27:16.200000000,37_amazon_airlines_flight_airline
39,"sanders, bernie, bernie sanders, bloomberg, bernie sanders announce",8,2020-02-18 11:27:16.200000000,39_sanders_bernie_bernie sanders_sanders...
40,"employee kill wife, kill wife sons, cbp employee, cbp employee kill, wife sons",1,2020-02-18 11:27:16.200000000,40_gun_shoot_assault_canada
41,"huawei, brussels bow, farage free britain, beijing conservatives rebel, huawei opinion",1,2020-02-18 11:27:16.200000000,41_huawei_network_giant huawei_giant
42,"assange, julian assange, julian, torture, psychological torture",6,2020-02-18 11:27:16.200000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, say, die, trump, world",248,2020-02-22 21:13:22.400000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, virus",53,2020-02-22 21:13:22.400000000,0_china_coronavirus_chinese_wuhan
1,"india, delhi, trump, visit, trump visit",89,2020-02-22 21:13:22.400000000,1_pakistan_india_school_coronavirus
2,"iran, force imitate animals, jail iranian, jail iranian ecologist, imitate animals",10,2020-02-22 21:13:22.400000000,2_iran_iraq_soleimani_iranian
3,"putin, trump, russia, ukraine, campaign",8,2020-02-22 21:13:22.400000000,3_putin_death_toll_death toll
4,"trump, coronavirus, risk low, homeland security, homeland",11,2020-02-22 21:13:22.400000000,4_trump_coronavirus_fund_white house
5,"mask, free surgical, tiktok skull, cause child head, set allegedly resale",4,2020-02-22 21:13:22.400000000,5_mask_face mask_face_ventilators
6,"coronavirus, pandemic, pandemic category, longer use pandemic, category virus",30,2020-02-22 21:13:22.400000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, palestinian, israeli, netanyahu, gaza",30,2020-02-22 21:13:22.400000000,7_israel_palestinian_netanyahu_israeli
8,"chlorinate, chlorinate chicken, chicken, ban, trade deal",17,2020-02-22 21:13:22.400000000,8_dog_animals_meat_cat
9,"italy, coronavirus, case, coronavirus case, italian",22,2020-02-22 21:13:22.400000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, brexit, trade",14,2020-02-22 21:13:22.400000000,10_johnson_boris_boris johnson_brexit
11,"stock, plunge, stock market, fear, market",17,2020-02-22 21:13:22.400000000,11_stock_economy_recession_market
12,"missile launch media, russian missile launch, launch media, lead investigation, investigation eyewitness russian",1,2020-02-22 21:13:22.400000000,12_plane_crash_iran_ukrainian
13,"brazil, brazil test, latin america, latin, america",8,2020-02-22 21:13:22.400000000,13_brazil_bolsonaro_brazilian_president
14,"claim south korean, hold islets, press claim south, hold islets annual, islets annual",1,2020-02-22 21:13:22.400000000,14_kim_jong_kim jong_north
15,"australia, end log, native forest, forest, bushfire",4,2020-02-22 21:13:22.400000000,15_australia_bushfires_australian_fire
16,"olympics, japan, tokyo, tokyo olympics, cancellation",22,2020-02-22 21:13:22.400000000,16_japan_tokyo_olympics_japanese
17,"canada, tell prepare possible, tell prepare, canadians tell prepare, canadians tell",5,2020-02-22 21:13:22.400000000,17_canada_trudeau_canadian_covid
18,"taiwan, taiwan virus outbreak, military action taiwan, excuse attack, excuse attack taiwan",2,2020-02-22 21:13:22.400000000,18_taiwan_china_tsai_support taiwan
19,"carnival, germany, car drive, german, car",26,2020-02-22 21:13:22.400000000,19_germany_german_far right_right
20,"mexican, mexico, single woman, single, woman",6,2020-02-22 21:13:22.400000000,20_mexico_mexican_border_drug
21,"afghanistan, taliban, civilian, casualties, afghan",9,2020-02-22 21:13:22.400000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, korea report, case",21,2020-02-22 21:13:22.400000000,22_korea_south_south korea_north korea
23,"iran, qom, coronavirus, iranian, health minister",20,2020-02-22 21:13:22.400000000,23_iran_coronavirus_sanction_iran corona...
24,"ship, cruise, cruise ship, princess, diamond princess",10,2020-02-22 21:13:22.400000000,24_cruise_ship_cruise ship_passengers
25,"climate, teck, mention climate change, mention climate, block mention climate",6,2020-02-22 21:13:22.400000000,25_climate_carbon_emissions_climate chan...
26,"facebook, facebook ban, ads, sun, damage",5,2020-02-22 21:13:22.400000000,26_facebook_youtube_google_zoom
27,"venezuela, oil, maduro, activist kill arm, venezuela accuse",4,2020-02-22 21:13:22.400000000,27_venezuela_maduro_venezuelan_coup
29,"vaccine, coronavirus vaccine, breakthrough develop vaccine, human clinical, vaccine ready initial",5,2020-02-22 21:13:22.400000000,29_vaccine_coronavirus vaccine_coronavir...
30,"report saudis uae, funnel millions, funnel millions trump, uae illegally, uae illegally funnel",1,2020-02-22 21:13:22.400000000,30_oil_price_oil price_saudi
31,"antarctica, antarctica melt, melt, melt island snow, heat wave antarctica",7,2020-02-22 21:13:22.400000000,31_ice_antarctica_melt_warm
33,"plane clash break, man plastic board, police wrap man, wrap man plastic, wrap man",2,2020-02-22 21:13:22.400000000,33_greece_greek_migrants_turkey
34,"earth, moon, space race calculate, mar lander confirm, quake aftershocks red",4,2020-02-22 21:13:22.400000000,34_earth_nasa_asteroid_star
36,"greta, thunberg, greta thunberg, climate, anti greta",9,2020-02-22 21:13:22.400000000,36_greta_thunberg_greta thunberg_climate
37,"stewardess, overweight years malaysia, claim unfair dismissal, lose claim, years malaysia airlines",1,2020-02-22 21:13:22.400000000,37_amazon_airlines_flight_airline
38,"strike northwestern, northwestern iran, strike northwestern iran, earthquake strike northwestern, northwestern",1,2020-02-22 21:13:22.400000000,38_earthquake_magnitude_magnitude earthq...
39,"sanders, bernie, nevada, bernie sanders, democratic",7,2020-02-22 21:13:22.400000000,39_sanders_bernie_bernie sanders_sanders...
40,"shooter millercoors milwaukee, millercoors, active shooter millercoors, shooter millercoors, millercoors milwaukee",1,2020-02-22 21:13:22.400000000,40_gun_shoot_assault_canada
42,"assange, julian assange, julian, wikileaks, extradition",15,2020-02-22 21:13:22.400000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, case, confirm, covid, say",263,2020-02-27 06:59:28.600000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, virus",71,2020-02-27 06:59:28.600000000,0_china_coronavirus_chinese_wuhan
1,"india, pope, pakistan, pope francis, francis",67,2020-02-27 06:59:28.600000000,1_pakistan_india_school_coronavirus
2,"syria, turkey, turkish, idlib, syrian",55,2020-02-27 06:59:28.600000000,2_iran_iraq_soleimani_iranian
3,"death, washington state, putin, washington, coronavirus death",27,2020-02-27 06:59:28.600000000,3_putin_death_toll_death toll
4,"trump, coronavirus, hoax, trump say, donald trump",33,2020-02-27 06:59:28.600000000,4_trump_coronavirus_fund_white house
5,"mask, win help, buy panic lead, pakistan mask buy, corna",5,2020-02-27 06:59:28.600000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, spread, coronavirus case, global",42,2020-02-27 06:59:28.600000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, israeli, netanyahu, palestinian, palestine",18,2020-02-27 06:59:28.600000000,7_israel_palestinian_netanyahu_israeli
8,"dog, dog hong kong, dog hong, ban eat, hong kong",21,2020-02-27 06:59:28.600000000,8_dog_animals_meat_cat
9,"italy, italian, case, coronavirus, italy coronavirus",15,2020-02-27 06:59:28.600000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, brexit, walk away",28,2020-02-27 06:59:28.600000000,10_johnson_boris_boris johnson_brexit
11,"stock, financial, financial crisis, market, global",26,2020-02-27 06:59:28.600000000,11_stock_economy_recession_market
13,"brazil, bolsonaro, bolsonaro back anti, protest opponents, approval new agrochemicals",6,2020-02-27 06:59:28.600000000,13_brazil_bolsonaro_brazilian_president
14,"korea fire unidentified, fire unidentified, unidentified, korea fire, fire unidentified projectiles",3,2020-02-27 06:59:28.600000000,14_kim_jong_kim jong_north
15,"water, risk, australia, shortage point, risk rise",1,2020-02-27 06:59:28.600000000,15_australia_bushfires_australian_fire
16,"japan, japanese, japanese woman, coronavirus japan, reinfected",9,2020-02-27 06:59:28.600000000,16_japan_tokyo_olympics_japanese
17,"ontario, canada, case coronavirus ontario, ontario man recently, columbia test people",3,2020-02-27 06:59:28.600000000,17_canada_trudeau_canadian_covid
18,"taiwan, wag cyber, unacceptability beijing, taiwan official say, beijing isolate",3,2020-02-27 06:59:28.600000000,18_taiwan_china_tsai_support taiwan
19,"movement, condemn bds movement, bds movement, austrian parliament condemn, condemn bds",6,2020-02-27 06:59:28.600000000,19_germany_german_far right_right
20,"mexico, border, mexico case, mexico confirm case, mexico confirm",10,2020-02-27 06:59:28.600000000,20_mexico_mexican_border_drug
21,"taliban, afghanistan, sign, deal, sign deal",32,2020-02-27 06:59:28.600000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, korea report, north",15,2020-02-27 06:59:28.600000000,22_korea_south_south korea_north korea
23,"iran, coronavirus, coronavirus iran, outbreak, iran vice president",27,2020-02-27 06:59:28.600000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, ship, fear people aboard, thursday fear, like symptons",1,2020-02-27 06:59:28.600000000,24_cruise_ship_cruise ship_passengers
25,"climate, climate change, runway rule, illegal climate change, heathrow runway",8,2020-02-27 06:59:28.600000000,25_climate_carbon_emissions_climate chan...
26,"youtube, facebook, conspiracy, videos claim, sheryl",4,2020-02-27 06:59:28.600000000,26_facebook_youtube_google_zoom
27,"venezuela, bolivia, maduro, fraud bolivia, evidence fraud bolivia",8,2020-02-27 06:59:28.600000000,27_venezuela_maduro_venezuelan_coup
28,"dry ice, pool, dry, ice, intensive care popular",3,2020-02-27 06:59:28.600000000,28_russia_putin_moscow_coronavirus
29,"vaccine, israeli scientists, coronavirus vaccine, israeli, scientists",10,2020-02-27 06:59:28.600000000,29_vaccine_coronavirus vaccine_coronavir...
31,"ice, snow, antarctica, dramatic shift, sudden dramatic shift",6,2020-02-27 06:59:28.600000000,31_ice_antarctica_melt_warm
32,"india, delhi, coronavirus, case, youtube frenzy go",6,2020-02-27 06:59:28.600000000,32_india_coronavirus_lockdown_covid
33,"migrants, greece, turkey, greek, border",48,2020-02-27 06:59:28.600000000,33_greece_greek_migrants_turkey
34,"detect biggest, biggest explosion, detect biggest explosion, big bang, explosion",9,2020-02-27 06:59:28.600000000,34_earth_nasa_asteroid_star
35,"senators turn trump, impeachment republican senators, move condemn, condemn impeachment republican, condemn impeachment",1,2020-02-27 06:59:28.600000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, bristol, climate",21,2020-02-27 06:59:28.600000000,36_greta_thunberg_greta thunberg_climate
39,"bernie, sanders, bernie sanders, biden, backers",5,2020-02-27 06:59:28.600000000,39_sanders_bernie_bernie sanders_sanders...
40,"hostage popular manila, hostage popular, people hostage, people hostage popular, gunman take",1,2020-02-27 06:59:28.600000000,40_gun_shoot_assault_canada
41,"huawei, document, iphones force removable, battery suggest, obtain document",2,2020-02-27 06:59:28.600000000,41_huawei_network_giant huawei_giant
42,"assange, lawyers, torture, julian assange, julian",3,2020-02-27 06:59:28.600000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, test, say, spread",244,2020-03-02 16:45:34.800000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, virus",58,2020-03-02 16:45:34.800000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, school, women, india, coronavirus",79,2020-03-02 16:45:34.800000000,1_pakistan_india_school_coronavirus
2,"syria, turkey, iran, erdogan, war",26,2020-03-02 16:45:34.800000000,2_iran_iraq_soleimani_iranian
3,"death, death toll, toll, putin, washington state",44,2020-03-02 16:45:34.800000000,3_putin_death_toll_death toll
4,"trump, coronavirus, false, death rate, rate",32,2020-03-02 16:45:34.800000000,4_trump_coronavirus_fund_white house
5,"mask, face mask take, warn global mask, advantage people, export mask italy",2,2020-03-02 16:45:34.800000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, https, health, www",40,2020-03-02 16:45:34.800000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, netanyahu, palestinian, israeli, majority",30,2020-03-02 16:45:34.800000000,7_israel_palestinian_netanyahu_israeli
8,"dog, pet, pet dog, rat, harm aversion",12,2020-03-02 16:45:34.800000000,8_dog_animals_meat_cat
9,"italy, case, italian, italy coronavirus, coronavirus italy",11,2020-03-02 16:45:34.800000000,9_italy_italian_coronavirus_deaths
10,"brexit, shake hand, johnson, boris, boris johnson",7,2020-03-02 16:45:34.800000000,10_johnson_boris_boris johnson_brexit
11,"recession, stock, economic, coronavirus, warn dow",22,2020-03-02 16:45:34.800000000,11_stock_economy_recession_market
12,"despite buffet talk, down flight iran, open lucrative overflight, open lucrative, flight iran keep",2,2020-03-02 16:45:34.800000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazilian, brazilian president, brazil, fake",6,2020-03-02 16:45:34.800000000,13_brazil_bolsonaro_brazilian_president
14,"north, kim, jong, kim jong, korean",6,2020-03-02 16:45:34.800000000,14_kim_jong_kim jong_north
15,"australia, active fire, time july active, fire nsw, fire nsw australia",3,2020-03-02 16:45:34.800000000,15_australia_bushfires_australian_fire
16,"japan, olympics, tokyo, ioc, ahead",17,2020-03-02 16:45:34.800000000,16_japan_tokyo_olympics_japanese
17,"canada, boys bear, boys, bear ontario, fewer boys bear",10,2020-03-02 16:45:34.800000000,17_canada_trudeau_canadian_covid
18,"taiwan, man wuflu attend, participation taiwan time, gold standard epidemic, health authorities taiwan",4,2020-03-02 16:45:34.800000000,18_taiwan_china_tsai_support taiwan
19,"germany, nazi, bundeswehr, extremist, concentration camp",8,2020-03-02 16:45:34.800000000,19_germany_german_far right_right
20,"mexico, marijuana, destroy protect, illegally destroy, build billion oil",6,2020-03-02 16:45:34.800000000,20_mexico_mexican_border_drug
21,"taliban, afghanistan, afghan, deal, truce",25,2020-03-02 16:45:34.800000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, case, korea report",13,2020-03-02 16:45:34.800000000,22_korea_south_south korea_north korea
23,"iran, coronavirus, iran coronavirus, coronavirus iran, outbreak",22,2020-03-02 16:45:34.800000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, ship, cruise ship, passengers, carriers",6,2020-03-02 16:45:34.800000000,24_cruise_ship_cruise ship_passengers
25,"climate, decade, time, action shrink, action shrink thirds",3,2020-03-02 16:45:34.800000000,25_climate_carbon_emissions_climate chan...
26,"facebook, boomers, mock boomers millennials, unnoticed, users mock boomers",3,2020-03-02 16:45:34.800000000,26_facebook_youtube_google_zoom
27,"venezuela, political, fraud massachusetts, trump administration remain, bolivia unleash",4,2020-03-02 16:45:34.800000000,27_venezuela_maduro_venezuelan_coup
28,"moscow, quarantine amp workplace, coronavirus threat impose, moscow declare high, threat impose",2,2020-03-02 16:45:34.800000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, money dry, scientists close coronavirus, scientists close",7,2020-03-02 16:45:34.800000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, nearly million acres, price crash opec, crash opec russia, crash opec",2,2020-03-02 16:45:34.800000000,30_oil_price_oil price_saudi
31,"half world, half world beach, world beach, beach, half",3,2020-03-02 16:45:34.800000000,31_ice_antarctica_melt_warm
32,"india, case, delhi, irish national, india identify coronavirus",5,2020-03-02 16:45:34.800000000,32_india_coronavirus_lockdown_covid
33,"greece, greek, migrants, turkey, border",35,2020-03-02 16:45:34.800000000,33_greece_greek_migrants_turkey
34,"asteroid, nasa, planet, approach, warn nasa track",7,2020-03-02 16:45:34.800000000,34_earth_nasa_asteroid_star
35,"email case, case judge, case judge rule, hillary clinton testify, testify email",1,2020-03-02 16:45:34.800000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, greta thunberg sticker, alter greta stickers",2,2020-03-02 16:45:34.800000000,36_greta_thunberg_greta thunberg_climate
37,"flybe, flybe collapse, airlines, airline, collapse",9,2020-03-02 16:45:34.800000000,37_amazon_airlines_flight_airline
38,"spew massive, spew massive ash, cloud air, massive ash cloud, massive ash",1,2020-03-02 16:45:34.800000000,38_earthquake_magnitude_magnitude earthq...
39,"sanders, presidential, bloomberg, bernie, bernie sanders",22,2020-03-02 16:45:34.800000000,39_sanders_bernie_bernie sanders_sanders...
40,"gun, mass shoot, weapons, shoot, firearms",6,2020-03-02 16:45:34.800000000,40_gun_shoot_assault_canada
41,"network, huawei, android devices, devices risk hack, technology european operators",3,2020-03-02 16:45:34.800000000,41_huawei_network_giant huawei_giant
42,"trump wikileaks founder, claim julian, loss trump, wikileaks founder father, loss trump wikileaks",1,2020-03-02 16:45:34.800000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, test, covid, quarantine, say",210,2020-03-07 02:31:41.000000000,-1_coronavirus_covid_say_test
0,"china, wuhan, coronavirus, chinese, virus",51,2020-03-07 02:31:41.000000000,0_china_coronavirus_chinese_wuhan
1,"women, pakistan, school, march, violent",48,2020-03-07 02:31:41.000000000,1_pakistan_india_school_coronavirus
2,"iraq, deadliest air, probably hear, deadliest air raid, raid happen tokyo",11,2020-03-07 02:31:41.000000000,2_iran_iraq_soleimani_iranian
3,"putin, putin back, president, president putin, russia",23,2020-03-07 02:31:41.000000000,3_putin_death_toll_death toll
4,"trump, white house, white, house, coronavirus",29,2020-03-07 02:31:41.000000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, face, test kit, kit",15,2020-03-07 02:31:41.000000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, coronavirus case, coronavirus pandemic real, warn",27,2020-03-07 02:31:41.000000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, netanyahu, palestinians, west bank, palestinian",14,2020-03-07 02:31:41.000000000,7_israel_palestinian_netanyahu_israeli
8,"pedometer, rat, blossom, farm, bullrings decline",5,2020-03-07 02:31:41.000000000,8_dog_animals_meat_cat
9,"italy, coronavirus, coronavirus italy, italian, italy quarantine",49,2020-03-07 02:31:41.000000000,9_italy_italian_coronavirus_deaths
10,"want rejoin, half country want, brexit half, brexit half country, coronavirus despite meet",2,2020-03-07 02:31:41.000000000,10_johnson_boris_boris johnson_brexit
11,"market, stock, stock market, global, recession",24,2020-03-07 02:31:41.000000000,11_stock_economy_recession_market
12,"set blame, ethiopian, boeing, crash, set blame boeing",3,2020-03-07 02:31:41.000000000,12_plane_crash_iran_ukrainian
13,"portugal, bolsonaro, president, virus outbreak, brazil",4,2020-03-07 02:31:41.000000000,13_brazil_bolsonaro_brazilian_president
14,"north, korea, north korea, gratitude education, kim",6,2020-03-07 02:31:41.000000000,14_kim_jong_kim jong_north
16,"japan, olympics, japanese, tokyo, olympic",10,2020-03-07 02:31:41.000000000,16_japan_tokyo_olympics_japanese
17,"canada, toronto, canada new, covid, alberta leave",8,2020-03-07 02:31:41.000000000,17_canada_trudeau_canadian_covid
18,"taiwan, urge admit taiwan, taiwan presidential residence, spread coronavirus countries, countries stumble",5,2020-03-07 02:31:41.000000000,18_taiwan_china_tsai_support taiwan
19,"germany, propaganda germany, wing group nyt, leftwing view rightwing, lecturers perceive liberal",4,2020-03-07 02:31:41.000000000,19_germany_german_far right_right
20,"mexico, femicides, strike femicides, mexican women, mexican",9,2020-03-07 02:31:41.000000000,20_mexico_mexican_border_drug
21,"afghanistan, taliban, troop, withdrawal afghanistan, troop afghanistan",11,2020-03-07 02:31:41.000000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, north, case",9,2020-03-07 02:31:41.000000000,22_korea_south_south korea_north korea
23,"iran, coronavirus iran, coronavirus, iran coronavirus, iranian",17,2020-03-07 02:31:41.000000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, ship, cruise ship, nile, princess",19,2020-03-07 02:31:41.000000000,24_cruise_ship_cruise ship_passengers
25,"climate, trump interior, report climate change, climate emergency global, trump interior department",2,2020-03-07 02:31:41.000000000,25_climate_carbon_emissions_climate chan...
26,"gobsmacking billion, sue australia gobsmacking, australia gobsmacking billion, australia gobsmacking, facebook sue australia",1,2020-03-07 02:31:41.000000000,26_facebook_youtube_google_zoom
27,"venezuela, destroy vote machine, destroy vote, vote machine, main",5,2020-03-07 02:31:41.000000000,27_venezuela_maduro_venezuelan_coup
28,"moscow, moscow medics respond, coronavirus case beat, father wear protective, respond possible child",2,2020-03-07 02:31:41.000000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, volunteer, volunteer infect, infect",7,2020-03-07 02:31:41.000000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, price, oil price, saudi, price war",26,2020-03-07 02:31:41.000000000,30_oil_price_oil price_saudi
31,"heat wave, antarctica, melt, heat, wave",1,2020-03-07 02:31:41.000000000,31_ice_antarctica_melt_warm
32,"india, indian, situation grim morose, indian authorities, irishman infect",4,2020-03-07 02:31:41.000000000,32_india_coronavirus_lockdown_covid
33,"greek, turkey, greece, migrants, border",17,2020-03-07 02:31:41.000000000,33_greece_greek_migrants_turkey
34,"force, think, force confirm think, universe help, force nature",1,2020-03-07 02:31:41.000000000,34_earth_nasa_asteroid_star
36,"greta, thunberg, greta thunberg, media staff need, list show importance",4,2020-03-07 02:31:41.000000000,36_greta_thunberg_greta thunberg_climate
37,"airlines, flight italy, cancel flight italy, flight, british airways",8,2020-03-07 02:31:41.000000000,37_amazon_airlines_flight_airline
40,"police minister, gun, police, beat batons australia, die canadian police",4,2020-03-07 02:31:41.000000000,40_gun_shoot_assault_canada
41,"huawei, company deny, china huawei role, build britain phone, britain phone",1,2020-03-07 02:31:41.000000000,41_huawei_network_giant huawei_giant
42,"harry dunn, dunn, harry, cia tragedy, promote cia",1,2020-03-07 02:31:41.000000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, test, people, say",451,2020-03-11 12:17:47.200000000,-1_coronavirus_covid_say_test
0,"china, coronavirus, chinese, wuhan, army",106,2020-03-11 12:17:47.200000000,0_china_coronavirus_chinese_wuhan
1,"school, pakistan, close, coronavirus, zealand",90,2020-03-11 12:17:47.200000000,1_pakistan_india_school_coronavirus
2,"iraq, iraqi, attack, troop, iran",17,2020-03-11 12:17:47.200000000,2_iran_iraq_soleimani_iranian
3,"putin, deaths, death, coronavirus, toll",34,2020-03-11 12:17:47.200000000,3_putin_death_toll_death toll
4,"trump, travel, coronavirus, travel europe, trump test",120,2020-03-11 12:17:47.200000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, face, test kit, kit",26,2020-03-11 12:17:47.200000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, pandemic, confirm, declare",42,2020-03-11 12:17:47.200000000,6_coronavirus_case_coronavirus case_pand...
7,"israeli, netanyahu, israel, palestinians, gantz",10,2020-03-11 12:17:47.200000000,7_israel_palestinian_netanyahu_israeli
8,"dog, monkey, rat, feed cut, cut rat",13,2020-03-11 12:17:47.200000000,8_dog_animals_meat_cat
9,"italy, italian, coronavirus, italy coronavirus, deaths",49,2020-03-11 12:17:47.200000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, brexit, lose love",13,2020-03-11 12:17:47.200000000,10_johnson_boris_boris johnson_brexit
11,"stock, market, stock market, trade, economy",28,2020-03-11 12:17:47.200000000,11_stock_economy_recession_market
12,"canada step, pilot report issue, new boeing jet, push proper investigation, new boeing",2,2020-03-11 12:17:47.200000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazilian, brazil, test, positive",49,2020-03-11 12:17:47.200000000,13_brazil_bolsonaro_brazilian_president
14,"korean, biological weapons release, weapons release, oncologists establish new, use biological",2,2020-03-11 12:17:47.200000000,14_kim_jong_kim jong_north
